"","Species","SeqFile","Mapped","Total","Map_Pct"
"712","Deug","Dvir.ovary.unox.SLX-20690-3.1.d101g",5637,11424167,0.04
"713","Deug","Dwil.female_body.unox.SRR5461121.1.d101g",12043,4017226,0.29
"714","Deug","Dwil.male_body.unox.SRR5461117.1.d101g",12861,22135130,0.05
"715","Deug","Dyak.ovary_FC.unox.SLX-22038-2.1.d101g",25383,5706797,0.44
"716","Deug","Dyak.ovary_FC.unox.SLX-22089-1.1.d101g",99087,22114442,0.44
"717","Deug","Dyak.ovary_FC.unox.SRR1617565.1.d101g",14106,10236023,0.13
"718","Deug","Dyak.ovary.unox.SLX-20690-1.1.d101g",23856,9208326,0.25
"719","Deug","Dyak.ovary.unox.SLX-20690-2.1.d101g",23353,8027708,0.29
"720","Deug","Dyak.ovary.unox.SLX-20690-3.1.d101g",46698,15733978,0.29
"721","Dfic","Dana.ovary_FC.unox.SLX-22038-2.1.d101g",3439,337677,1.01
"722","Dfic","Dana.ovary_FC.unox.SLX-22089-1.1.d101g",165235,13874731,1.19
"723","Dfic","Dana.ovary.unox.SLX-20690-1.1.d101g",50892,9556459,0.53
"724","Dfic","Dana.ovary.unox.SLX-20690-2.1.d101g",81873,14801319,0.55
"725","Dfic","Dana.ovary.unox.SLX-20690-3.1.d101g",60731,10180409,0.59
"726","Dfic","Dazt.ovary.unox.SLX-20537-1.1.GCA_005876895",5772,7755409,0.07
"727","Dfic","Dazt.ovary.unox.SLX-20537-1.2.GCA_005876895",5709,7889201,0.07
"728","Dfic","Dazt.ovary.unox.SLX-20537-2.1.GCA_005876895",8144,16092933,0.05
"729","Dfic","Dazt.ovary.unox.SLX-20537-2.2.GCA_005876895",8473,16347304,0.05
"730","Dfic","Dbia.ovary_FC.unox.SLX-20537-1.1.d101g",5816,1501488,0.38
"731","Dfic","Dbia.ovary_FC.unox.SLX-20537-1.2.d101g",6003,1517098,0.39
"732","Dfic","Dbia.ovary_FC.unox.SLX-20537-2.1.d101g",8293,1898235,0.43
"733","Dfic","Dbia.ovary_FC.unox.SLX-20537-2.2.d101g",8540,1924545,0.44
"734","Dfic","Dbia.ovary.unox.SLX-20537-1.1.d101g",8668,1708831,0.5
"735","Dfic","Dbia.ovary.unox.SLX-20537-1.2.d101g",8722,1729853,0.5
"736","Dfic","Dbia.ovary.unox.SLX-20537-2.1.d101g",38510,8118660,0.47
"737","Dfic","Dbia.ovary.unox.SLX-20537-2.2.d101g",39055,8255175,0.47
"738","Dfic","Dbif.ovary.ox.SRR21575940.1.GCA_009664405",51762,39986675,0.12
"739","Dfic","Dbif.ovary.unox.SLX-20539-1.1.GCA_009664405",21431,21026775,0.1
"740","Dfic","Dbif.ovary.unox.SLX-20539-2.1.GCA_009664405",2541,2886871,0.08
"741","Dfic","Dere.ovary_FC.unox.SLX-22038-2.1.d101g",391,116129,0.33
"742","Dfic","Dere.ovary_FC.unox.SLX-22089-1.1.d101g",47546,21891290,0.21
"743","Dfic","Dere.ovary_FC.unox.SRR1617564.1.d101g",11773,6074136,0.19
"744","Dfic","Dere.ovary.unox.SLX-20690-1.1.d101g",4043,3336013,0.12
"745","Dfic","Dere.ovary.unox.SLX-20690-2.1.d101g",6088,4581656,0.13
"746","Dfic","Dere.ovary.unox.SLX-20690-3.1.d101g",8392,6389752,0.13
"747","Dfic","Dere.ovary.unox.SLX-20690-4.1.d101g",4334,3742146,0.11
"748","Dfic","Dere.ovary.unox.SLX-20690-5.1.d101g",4489,4047726,0.11
"749","Dfic","Dere.ovary.unox.SLX-20690-6.1.d101g",5137,4075898,0.12
"750","Dfic","Dfic.ovary_FC.unox.SLX-20537-1.1.d101g",163758,3510155,4.66
"751","Dfic","Dfic.ovary_FC.unox.SLX-20537-1.2.d101g",166596,3564172,4.67
"752","Dfic","Dfic.ovary_FC.unox.SLX-20537-2.1.d101g",144541,2863483,5.04
"753","Dfic","Dfic.ovary_FC.unox.SLX-20537-2.2.d101g",146601,2904499,5.04
"754","Dfic","Dfic.ovary.unox.SLX-21849-1.1.d101g",249334,9014109,2.76
"755","Dfic","Dfic.ovary.unox.SLX-21849-2.1.d101g",50732,2288828,2.21
"756","Dfic","Dgri.female_body.unox.SRR5461084.1.d101g",51150,44704184,0.11
"757","Dfic","Dgri.male_body.unox.SRR5461083.1.d101g",42876,34901142,0.12
"758","Dfic","Dmau.testis.unox.SRR16213304.1.d101g",31153,8533476,0.36
"759","Dfic","Dmau.testis.unox.SRR16213305.1.d101g",35958,9176025,0.39
"760","Dfic","Dmau.testis.unox.SRR7961897.1.d101g",8287,3068825,0.27
"761","Dfic","Dmel.female_germline.unox.SRR5593238.1.d101g",216405,28049291,0.77
"762","Dfic","Dmel.female_soma.unox.SRR5593239.1.d101g",130823,9237735,1.41
"763","Dfic","Dmel.OSC-PiwiIP.unox.SRR2749801.1.d101g",59517,14108665,0.42
"764","Dfic","Dmel.OSC.unox.SRR1746867.1.d101g",126617,21000391,0.6
"765","Dfic","Dmel.OSC.unox.SRR2749806.1.d101g",163525,27907057,0.58
"766","Dfic","Dmel.OSC.unox.SRR823324.1.d101g",140417,23487609,0.59
"767","Dfic","Dmel.ovary-AGO3IP.unox.SLX-20224-1.1.d101g",6723,5404819,0.12
"768","Dfic","Dmel.ovary-AGO3IP.unox.SRR1746865.1.d101g",38633,29824537,0.12
"769","Dfic","Dmel.ovary-AubIP.unox.SLX-20224-1.1.d101g",11276,8620644,0.13
"770","Dfic","Dmel.ovary-AubIP.unox.SRR1746864.1.d101g",49049,35135787,0.13
"771","Dfic","Dmel.ovary_FC.unox.SLX-21647-1.1.d101g",32975,10532322,0.31
"772","Dfic","Dmel.ovary_FC.unox.SLX-21647-2.1.d101g",39980,12664984,0.31
"773","Dfic","Dmel.ovary_FC.unox.SLX-21647-3.1.d101g",38549,8935861,0.43
"774","Dfic","Dmel.ovary_FC.unox.SRR1617561.1.d101g",6393,6737489,0.09
"775","Dfic","Dmel.ovary-PiwiGLIP.unox.SRR1746862.1.d101g",43344,15038613,0.28
"776","Dfic","Dmel.ovary-PiwiIP-PiwiGLKD.unox.SRR1187951.1.d101g",201226,27815413,0.72
"777","Dfic","Dmel.ovary-PiwiIP.unox.SLX-20224-1.1.d101g",9170,5000685,0.18
"778","Dfic","Dmel.ovary-PiwiIP.unox.SRR1746863.1.d101g",96581,31126206,0.31
"779","Dfic","Dmel.ovary.unox.SLX-20228-1.1.d101g",42966,16398111,0.26
"780","Dfic","Dmel.ovary.unox.SLX-20228-2.1.d101g",37206,15784775,0.23
"781","Dfic","Dmel.ovary.unox.SLX-20690-1.1.d101g",11894,4629424,0.25
"782","Dfic","Dmel.ovary.unox.SLX-20690-2.1.d101g",6205,2848233,0.21
"783","Dfic","Dmel.ovary.unox.SLX-20690-3.1.d101g",8869,3603210,0.24
"784","Dfic","Dmel.ovary.unox.SRR1187947.1.d101g",76143,28890333,0.26
"785","Dfic","Dmel.ovary.unox.SRR823326.1.d101g",40214,14768248,0.27
"786","Dfic","Dmoj.ovary_FC.unox.SLX-22038-1.1.d101g",8595,2245483,0.38
"787","Dfic","Dmoj.ovary_FC.unox.SLX-22038-2.1.d101g",12227,5460872,0.22
"788","Dfic","Dmoj.ovary.ox.SRR21575938.1.d101g",157090,30904984,0.5
"789","Dfic","Dmoj.ovary.unox.SLX-21849-1.1.d101g",1048,599748,0.17
"790","Dfic","Dmoj.ovary.unox.SLX-22038-3.1.d101g",3889,3093628,0.12
"791","Dfic","Dmoj.ovary.unox.SLX-22038-4.1.d101g",6004,4647914,0.12
"792","Dfic","Dper.ovary_FC.unox.SLX-22038-1.1.d101g",10681,6016661,0.17
"793","Dfic","Dper.ovary_FC.unox.SLX-22038-2.1.d101g",3854,1805646,0.21
"794","Dfic","Dper.ovary.unox.SLX-21647-1.1.d101g",18926,16028618,0.11
"795","Dfic","Dper.ovary.unox.SLX-21647-2.1.d101g",23584,28159530,0.08
"796","Dfic","Dpse.ovary_FC.unox.SLX-22038-1.1.d101g",28957,13758285,0.21
"797","Dfic","Dpse.ovary_FC.unox.SLX-22038-2.1.d101g",124192,57728198,0.21
"798","Dfic","Dpse.ovary.ox.SRR21575949.1.d101g",118790,38150732,0.31
"799","Dfic","Dpse.ovary.unox.SLX-21647-1.1.d101g",19718,17723266,0.11
"800","Dfic","Dpse.ovary.unox.SLX-21647-2.1.d101g",7436,9165501,0.08
"801","Dfic","Dpse.ovary.unox.SRR21575947.1.d101g",20125,2008205,1
"802","Dfic","Dsec.testis.unox.SRR16213303.1.d101g",19891,7534313,0.26
"803","Dfic","Dsec.testis.unox.SRR6667444.1.d101g",7279,6713109,0.1
"804","Dfic","Dsim.ovary_FC.unox.SLX-22038-2.1.d101g",18365,6615008,0.27
"805","Dfic","Dsim.ovary_FC.unox.SLX-22089-1.1.d101g",53845,13116964,0.41
"806","Dfic","Dsim.ovary.unox.SLX-20690-1.1.d101g",9549,5392000,0.17
"807","Dfic","Dsim.ovary.unox.SLX-20690-2.1.d101g",12670,7498176,0.16
"808","Dfic","Dsim.ovary.unox.SLX-20690-3.1.d101g",19902,10013685,0.19
"809","Dfic","Dsuz.ovary_FC.unox.SLX-20539-1.1.GCF_000472105",141838,19142975,0.74
"810","Dfic","Dsuz.ovary_FC.unox.SLX-20539-2.1.GCF_000472105",70935,9564160,0.74
"811","Dfic","Dsuz.ovary.unox.SLX-20537-1.1.GCF_000472105",10603,7692241,0.13
"812","Dfic","Dsuz.ovary.unox.SLX-20537-1.2.GCF_000472105",10662,7809661,0.13
"813","Dfic","Dsuz.ovary.unox.SLX-20537-2.1.GCF_000472105",19691,4684663,0.42
"814","Dfic","Dsuz.ovary.unox.SLX-20537-2.2.GCF_000472105",20021,4754719,0.42
"815","Dfic","Dtak.ovary_FC.unox.SLX-20537-1.1.d101g",45668,16270055,0.28
"816","Dfic","Dtak.ovary_FC.unox.SLX-20537-1.2.d101g",45449,16521475,0.27
"817","Dfic","Dtak.ovary_FC.unox.SLX-20537-2.1.d101g",41430,17675986,0.23
"818","Dfic","Dtak.ovary_FC.unox.SLX-20537-2.2.d101g",42333,17920153,0.23
"819","Dfic","Dtak.ovary.unox.SLX-20537-1.1.d101g",85115,30283327,0.28
"820","Dfic","Dtak.ovary.unox.SLX-20537-1.2.d101g",85687,30719318,0.27
"821","Dfic","Dtak.ovary.unox.SLX-20537-2.1.d101g",79187,27273268,0.29
"822","Dfic","Dtak.ovary.unox.SLX-20537-2.2.d101g",79658,27679229,0.28
"823","Dfic","Dvir.female_germline.ox.SRR5960791.1.d101g",61996,29142117,0.21
"824","Dfic","Dvir.female_germline.unox.SRR5960792.1.d101g",50610,22718782,0.22
"825","Dfic","Dvir.female_soma.ox.SRR5960789.1.d101g",30288,7898964,0.38
"826","Dfic","Dvir.female_soma.unox.SRR5960790.1.d101g",21191,4788816,0.44
"827","Dfic","Dvir.ovary_FC.unox.SLX-22038-1.1.d101g",3307,3098555,0.1
"828","Dfic","Dvir.ovary_FC.unox.SLX-22038-2.1.d101g",3007,2159734,0.13
"829","Dfic","Dvir.ovary_FC.unox.SRR1617566.1.d101g",8196,6786455,0.12
"830","Dfic","Dvir.ovary.unox.SLX-20690-1.1.d101g",4764,8813967,0.05
"831","Dfic","Dvir.ovary.unox.SLX-20690-2.1.d101g",5240,9212370,0.05
"832","Dfic","Dvir.ovary.unox.SLX-20690-3.1.d101g",9051,11424167,0.07
"833","Dfic","Dwil.female_body.unox.SRR5461121.1.d101g",13546,4017226,0.33
"834","Dfic","Dwil.male_body.unox.SRR5461117.1.d101g",11648,22135130,0.05
"835","Dfic","Dyak.ovary_FC.unox.SLX-22038-2.1.d101g",14892,5706797,0.26
"836","Dfic","Dyak.ovary_FC.unox.SLX-22089-1.1.d101g",76467,22114442,0.34
"837","Dfic","Dyak.ovary_FC.unox.SRR1617565.1.d101g",7407,10236023,0.07
"838","Dfic","Dyak.ovary.unox.SLX-20690-1.1.d101g",10979,9208326,0.11
"839","Dfic","Dyak.ovary.unox.SLX-20690-2.1.d101g",10158,8027708,0.12
"840","Dfic","Dyak.ovary.unox.SLX-20690-3.1.d101g",26283,15733978,0.16
"841","Dgri","Dana.ovary_FC.unox.SLX-22038-2.1.d101g",6,337677,0
"842","Dgri","Dana.ovary_FC.unox.SLX-22089-1.1.d101g",267,13874731,0
"843","Dgri","Dana.ovary.unox.SLX-20690-1.1.d101g",174,9556459,0
"844","Dgri","Dana.ovary.unox.SLX-20690-2.1.d101g",246,14801319,0
"845","Dgri","Dana.ovary.unox.SLX-20690-3.1.d101g",139,10180409,0
"846","Dgri","Dazt.ovary.unox.SLX-20537-1.1.GCA_005876895",351,7755409,0
"847","Dgri","Dazt.ovary.unox.SLX-20537-1.2.GCA_005876895",336,7889201,0
"848","Dgri","Dazt.ovary.unox.SLX-20537-2.1.GCA_005876895",678,16092933,0
"849","Dgri","Dazt.ovary.unox.SLX-20537-2.2.GCA_005876895",727,16347304,0
"850","Dgri","Dbia.ovary_FC.unox.SLX-20537-1.1.d101g",40,1501488,0
"851","Dgri","Dbia.ovary_FC.unox.SLX-20537-1.2.d101g",46,1517098,0
"852","Dgri","Dbia.ovary_FC.unox.SLX-20537-2.1.d101g",48,1898235,0
"853","Dgri","Dbia.ovary_FC.unox.SLX-20537-2.2.d101g",42,1924545,0
"854","Dgri","Dbia.ovary.unox.SLX-20537-1.1.d101g",58,1708831,0
"855","Dgri","Dbia.ovary.unox.SLX-20537-1.2.d101g",51,1729853,0
"856","Dgri","Dbia.ovary.unox.SLX-20537-2.1.d101g",91,8118660,0
"857","Dgri","Dbia.ovary.unox.SLX-20537-2.2.d101g",97,8255175,0
"858","Dgri","Dbif.ovary.ox.SRR21575940.1.GCA_009664405",1767,39986675,0
"859","Dgri","Dbif.ovary.unox.SLX-20539-1.1.GCA_009664405",926,21026775,0
"860","Dgri","Dbif.ovary.unox.SLX-20539-2.1.GCA_009664405",168,2886871,0
"861","Dgri","Dere.ovary_FC.unox.SLX-22038-2.1.d101g",20,116129,0.01
"862","Dgri","Dere.ovary_FC.unox.SLX-22089-1.1.d101g",1684,21891290,0
"863","Dgri","Dere.ovary_FC.unox.SRR1617564.1.d101g",332,6074136,0
"864","Dgri","Dere.ovary.unox.SLX-20690-1.1.d101g",130,3336013,0
"865","Dgri","Dere.ovary.unox.SLX-20690-2.1.d101g",224,4581656,0
"866","Dgri","Dere.ovary.unox.SLX-20690-3.1.d101g",301,6389752,0
"867","Dgri","Dere.ovary.unox.SLX-20690-4.1.d101g",167,3742146,0
"868","Dgri","Dere.ovary.unox.SLX-20690-5.1.d101g",190,4047726,0
"869","Dgri","Dere.ovary.unox.SLX-20690-6.1.d101g",241,4075898,0
"870","Dgri","Dfic.ovary_FC.unox.SLX-20537-1.1.d101g",123,3510155,0
"871","Dgri","Dfic.ovary_FC.unox.SLX-20537-1.2.d101g",140,3564172,0
"872","Dgri","Dfic.ovary_FC.unox.SLX-20537-2.1.d101g",90,2863483,0
"873","Dgri","Dfic.ovary_FC.unox.SLX-20537-2.2.d101g",84,2904499,0
"874","Dgri","Dfic.ovary.unox.SLX-21849-1.1.d101g",134,9014109,0
"875","Dgri","Dfic.ovary.unox.SLX-21849-2.1.d101g",12,2288828,0
"876","Dgri","Dgri.female_body.unox.SRR5461084.1.d101g",6317,44704184,0.01
"877","Dgri","Dgri.male_body.unox.SRR5461083.1.d101g",4449,34901142,0.01
"878","Dgri","Dmau.testis.unox.SRR16213304.1.d101g",16083,8533476,0.18
"879","Dgri","Dmau.testis.unox.SRR16213305.1.d101g",17089,9176025,0.18
"880","Dgri","Dmau.testis.unox.SRR7961897.1.d101g",3571,3068825,0.11
"881","Dgri","Dmel.female_germline.unox.SRR5593238.1.d101g",23242,28049291,0.08
"882","Dgri","Dmel.female_soma.unox.SRR5593239.1.d101g",91182,9237735,0.98
"883","Dgri","Dmel.OSC-PiwiIP.unox.SRR2749801.1.d101g",3443,14108665,0.02
"884","Dgri","Dmel.OSC.unox.SRR1746867.1.d101g",22263,21000391,0.1
"885","Dgri","Dmel.OSC.unox.SRR2749806.1.d101g",8305,27907057,0.02
"886","Dgri","Dmel.OSC.unox.SRR823324.1.d101g",3531,23487609,0.01
"887","Dgri","Dmel.ovary-AGO3IP.unox.SLX-20224-1.1.d101g",109,5404819,0
"888","Dgri","Dmel.ovary-AGO3IP.unox.SRR1746865.1.d101g",7562,29824537,0.02
"889","Dgri","Dmel.ovary-AubIP.unox.SLX-20224-1.1.d101g",312,8620644,0
"890","Dgri","Dmel.ovary-AubIP.unox.SRR1746864.1.d101g",2196,35135787,0
"891","Dgri","Dmel.ovary_FC.unox.SLX-21647-1.1.d101g",445,10532322,0
"892","Dgri","Dmel.ovary_FC.unox.SLX-21647-2.1.d101g",474,12664984,0
"893","Dgri","Dmel.ovary_FC.unox.SLX-21647-3.1.d101g",368,8935861,0
"894","Dgri","Dmel.ovary_FC.unox.SRR1617561.1.d101g",367,6737489,0
"895","Dgri","Dmel.ovary-PiwiGLIP.unox.SRR1746862.1.d101g",2370,15038613,0.01
"896","Dgri","Dmel.ovary-PiwiIP-PiwiGLKD.unox.SRR1187951.1.d101g",3842,27815413,0.01
"897","Dgri","Dmel.ovary-PiwiIP.unox.SLX-20224-1.1.d101g",313,5000685,0
"898","Dgri","Dmel.ovary-PiwiIP.unox.SRR1746863.1.d101g",4060,31126206,0.01
"899","Dgri","Dmel.ovary.unox.SLX-20228-1.1.d101g",795,16398111,0
"900","Dgri","Dmel.ovary.unox.SLX-20228-2.1.d101g",739,15784775,0
"901","Dgri","Dmel.ovary.unox.SLX-20690-1.1.d101g",201,4629424,0
"902","Dgri","Dmel.ovary.unox.SLX-20690-2.1.d101g",137,2848233,0
"903","Dgri","Dmel.ovary.unox.SLX-20690-3.1.d101g",155,3603210,0
"904","Dgri","Dmel.ovary.unox.SRR1187947.1.d101g",4729,28890333,0.01
"905","Dgri","Dmel.ovary.unox.SRR823326.1.d101g",2332,14768248,0.01
"906","Dgri","Dmoj.ovary_FC.unox.SLX-22038-1.1.d101g",69,2245483,0
"907","Dgri","Dmoj.ovary_FC.unox.SLX-22038-2.1.d101g",122,5460872,0
"908","Dgri","Dmoj.ovary.ox.SRR21575938.1.d101g",2615,30904984,0
"909","Dgri","Dmoj.ovary.unox.SLX-21849-1.1.d101g",13,599748,0
"910","Dgri","Dmoj.ovary.unox.SLX-22038-3.1.d101g",96,3093628,0
"911","Dgri","Dmoj.ovary.unox.SLX-22038-4.1.d101g",59,4647914,0
"912","Dgri","Dper.ovary_FC.unox.SLX-22038-1.1.d101g",131,6016661,0
"913","Dgri","Dper.ovary_FC.unox.SLX-22038-2.1.d101g",55,1805646,0
"914","Dgri","Dper.ovary.unox.SLX-21647-1.1.d101g",255,16028618,0
"915","Dgri","Dper.ovary.unox.SLX-21647-2.1.d101g",493,28159530,0
"916","Dgri","Dpse.ovary_FC.unox.SLX-22038-1.1.d101g",241,13758285,0
"917","Dgri","Dpse.ovary_FC.unox.SLX-22038-2.1.d101g",967,57728198,0
"918","Dgri","Dpse.ovary.ox.SRR21575949.1.d101g",2891,38150732,0
"919","Dgri","Dpse.ovary.unox.SLX-21647-1.1.d101g",226,17723266,0
"920","Dgri","Dpse.ovary.unox.SLX-21647-2.1.d101g",172,9165501,0
"921","Dgri","Dpse.ovary.unox.SRR21575947.1.d101g",5442,2008205,0.27
"922","Dgri","Dsec.testis.unox.SRR16213303.1.d101g",10355,7534313,0.13
"923","Dgri","Dsec.testis.unox.SRR6667444.1.d101g",870,6713109,0.01
"924","Dgri","Dsim.ovary_FC.unox.SLX-22038-2.1.d101g",351,6615008,0
"925","Dgri","Dsim.ovary_FC.unox.SLX-22089-1.1.d101g",484,13116964,0
"926","Dgri","Dsim.ovary.unox.SLX-20690-1.1.d101g",384,5392000,0
"927","Dgri","Dsim.ovary.unox.SLX-20690-2.1.d101g",216,7498176,0
"928","Dgri","Dsim.ovary.unox.SLX-20690-3.1.d101g",421,10013685,0
"929","Dgri","Dsuz.ovary_FC.unox.SLX-20539-1.1.GCF_000472105",927,19142975,0
"930","Dgri","Dsuz.ovary_FC.unox.SLX-20539-2.1.GCF_000472105",770,9564160,0
"931","Dgri","Dsuz.ovary.unox.SLX-20537-1.1.GCF_000472105",130,7692241,0
"932","Dgri","Dsuz.ovary.unox.SLX-20537-1.2.GCF_000472105",143,7809661,0
"933","Dgri","Dsuz.ovary.unox.SLX-20537-2.1.GCF_000472105",100,4684663,0
"934","Dgri","Dsuz.ovary.unox.SLX-20537-2.2.GCF_000472105",139,4754719,0
"935","Dgri","Dtak.ovary_FC.unox.SLX-20537-1.1.d101g",156,16270055,0
"936","Dgri","Dtak.ovary_FC.unox.SLX-20537-1.2.d101g",152,16521475,0
"937","Dgri","Dtak.ovary_FC.unox.SLX-20537-2.1.d101g",122,17675986,0
"938","Dgri","Dtak.ovary_FC.unox.SLX-20537-2.2.d101g",155,17920153,0
"939","Dgri","Dtak.ovary.unox.SLX-20537-1.1.d101g",120,30283327,0
"940","Dgri","Dtak.ovary.unox.SLX-20537-1.2.d101g",128,30719318,0
"941","Dgri","Dtak.ovary.unox.SLX-20537-2.1.d101g",100,27273268,0
"942","Dgri","Dtak.ovary.unox.SLX-20537-2.2.d101g",101,27679229,0
"943","Dgri","Dvir.female_germline.ox.SRR5960791.1.d101g",878,29142117,0
"944","Dgri","Dvir.female_germline.unox.SRR5960792.1.d101g",3426,22718782,0.01
"945","Dgri","Dvir.female_soma.ox.SRR5960789.1.d101g",11208,7898964,0.14
"946","Dgri","Dvir.female_soma.unox.SRR5960790.1.d101g",13585,4788816,0.28
"947","Dgri","Dvir.ovary_FC.unox.SLX-22038-1.1.d101g",50,3098555,0
"948","Dgri","Dvir.ovary_FC.unox.SLX-22038-2.1.d101g",126,2159734,0
"949","Dgri","Dvir.ovary_FC.unox.SRR1617566.1.d101g",1755,6786455,0.02
"950","Dgri","Dvir.ovary.unox.SLX-20690-1.1.d101g",180,8813967,0
"951","Dgri","Dvir.ovary.unox.SLX-20690-2.1.d101g",126,9212370,0
"952","Dgri","Dvir.ovary.unox.SLX-20690-3.1.d101g",146,11424167,0
"953","Dgri","Dwil.female_body.unox.SRR5461121.1.d101g",8201,4017226,0.2
"954","Dgri","Dwil.male_body.unox.SRR5461117.1.d101g",3455,22135130,0.01
"955","Dgri","Dyak.ovary_FC.unox.SLX-22038-2.1.d101g",228,5706797,0
"956","Dgri","Dyak.ovary_FC.unox.SLX-22089-1.1.d101g",570,22114442,0
"957","Dgri","Dyak.ovary_FC.unox.SRR1617565.1.d101g",228,10236023,0
"958","Dgri","Dyak.ovary.unox.SLX-20690-1.1.d101g",99,9208326,0
"959","Dgri","Dyak.ovary.unox.SLX-20690-2.1.d101g",76,8027708,0
"960","Dgri","Dyak.ovary.unox.SLX-20690-3.1.d101g",187,15733978,0
"961","Dmau","Dana.ovary_FC.unox.SLX-22038-2.1.d101g",1308,337677,0.38
"962","Dmau","Dana.ovary_FC.unox.SLX-22089-1.1.d101g",62813,13874731,0.45
"963","Dmau","Dana.ovary.unox.SLX-20690-1.1.d101g",10413,9556459,0.1
"964","Dmau","Dana.ovary.unox.SLX-20690-2.1.d101g",17288,14801319,0.11
"965","Dmau","Dana.ovary.unox.SLX-20690-3.1.d101g",11956,10180409,0.11
"966","Dmau","Dazt.ovary.unox.SLX-20537-1.1.GCA_005876895",2943,7755409,0.03
"967","Dmau","Dazt.ovary.unox.SLX-20537-1.2.GCA_005876895",2987,7889201,0.03
"968","Dmau","Dazt.ovary.unox.SLX-20537-2.1.GCA_005876895",5622,16092933,0.03
"969","Dmau","Dazt.ovary.unox.SLX-20537-2.2.GCA_005876895",5826,16347304,0.03
"970","Dmau","Dbia.ovary_FC.unox.SLX-20537-1.1.d101g",2671,1501488,0.17
"971","Dmau","Dbia.ovary_FC.unox.SLX-20537-1.2.d101g",2583,1517098,0.17
"972","Dmau","Dbia.ovary_FC.unox.SLX-20537-2.1.d101g",3637,1898235,0.19
"973","Dmau","Dbia.ovary_FC.unox.SLX-20537-2.2.d101g",3685,1924545,0.19
"974","Dmau","Dbia.ovary.unox.SLX-20537-1.1.d101g",4004,1708831,0.23
"975","Dmau","Dbia.ovary.unox.SLX-20537-1.2.d101g",4052,1729853,0.23
"976","Dmau","Dbia.ovary.unox.SLX-20537-2.1.d101g",16361,8118660,0.2
"977","Dmau","Dbia.ovary.unox.SLX-20537-2.2.d101g",16498,8255175,0.19
"978","Dmau","Dbif.ovary.ox.SRR21575940.1.GCA_009664405",68495,39986675,0.17
"979","Dmau","Dbif.ovary.unox.SLX-20539-1.1.GCA_009664405",23016,21026775,0.1
"980","Dmau","Dbif.ovary.unox.SLX-20539-2.1.GCA_009664405",4446,2886871,0.15
"981","Dmau","Dere.ovary_FC.unox.SLX-22038-2.1.d101g",7087,116129,6.1
"982","Dmau","Dere.ovary_FC.unox.SLX-22089-1.1.d101g",1329378,21891290,6.07
"983","Dmau","Dere.ovary_FC.unox.SRR1617564.1.d101g",325643,6074136,5.36
"984","Dmau","Dere.ovary.unox.SLX-20690-1.1.d101g",109043,3336013,3.26
"985","Dmau","Dere.ovary.unox.SLX-20690-2.1.d101g",165140,4581656,3.6
"986","Dmau","Dere.ovary.unox.SLX-20690-3.1.d101g",230793,6389752,3.61
"987","Dmau","Dere.ovary.unox.SLX-20690-4.1.d101g",110811,3742146,2.96
"988","Dmau","Dere.ovary.unox.SLX-20690-5.1.d101g",121919,4047726,3.01
"989","Dmau","Dere.ovary.unox.SLX-20690-6.1.d101g",131652,4075898,3.23
"990","Dmau","Dfic.ovary_FC.unox.SLX-20537-1.1.d101g",3532,3510155,0.1
"991","Dmau","Dfic.ovary_FC.unox.SLX-20537-1.2.d101g",3503,3564172,0.09
"992","Dmau","Dfic.ovary_FC.unox.SLX-20537-2.1.d101g",2969,2863483,0.1
"993","Dmau","Dfic.ovary_FC.unox.SLX-20537-2.2.d101g",2969,2904499,0.1
"994","Dmau","Dfic.ovary.unox.SLX-21849-1.1.d101g",4473,9014109,0.04
"995","Dmau","Dfic.ovary.unox.SLX-21849-2.1.d101g",683,2288828,0.02
"996","Dmau","Dgri.female_body.unox.SRR5461084.1.d101g",10845,44704184,0.02
"997","Dmau","Dgri.male_body.unox.SRR5461083.1.d101g",8003,34901142,0.02
"998","Dmau","Dmau.testis.unox.SRR16213304.1.d101g",164618,8533476,1.92
"999","Dmau","Dmau.testis.unox.SRR16213305.1.d101g",239222,9176025,2.6
"1000","Dmau","Dmau.testis.unox.SRR7961897.1.d101g",113489,3068825,3.69
"1001","Dmau","Dmel.female_germline.unox.SRR5593238.1.d101g",3843398,28049291,13.7
"1002","Dmau","Dmel.female_soma.unox.SRR5593239.1.d101g",206118,9237735,2.23
"1003","Dmau","Dmel.OSC-PiwiIP.unox.SRR2749801.1.d101g",3645207,14108665,25.83
"1004","Dmau","Dmel.OSC.unox.SRR1746867.1.d101g",4887064,21000391,23.27
"1005","Dmau","Dmel.OSC.unox.SRR2749806.1.d101g",6578031,27907057,23.57
"1006","Dmau","Dmel.OSC.unox.SRR823324.1.d101g",5249335,23487609,22.34
"1007","Dmau","Dmel.ovary-AGO3IP.unox.SLX-20224-1.1.d101g",457661,5404819,8.46
"1008","Dmau","Dmel.ovary-AGO3IP.unox.SRR1746865.1.d101g",3473702,29824537,11.64
"1009","Dmau","Dmel.ovary-AubIP.unox.SLX-20224-1.1.d101g",1004178,8620644,11.64
"1010","Dmau","Dmel.ovary-AubIP.unox.SRR1746864.1.d101g",4938661,35135787,14.05
"1011","Dmau","Dmel.ovary_FC.unox.SLX-21647-1.1.d101g",1597682,10532322,15.16
"1012","Dmau","Dmel.ovary_FC.unox.SLX-21647-2.1.d101g",1943052,12664984,15.34
