"","Species","SeqFile","Mapped","Total","Map_Pct"
"1","Dana","Dana.ovary_FC.unox.SLX-22038-2.1.d101g",25263,337677,7.48
"2","Dana","Dana.ovary_FC.unox.SLX-22089-1.1.d101g",1164466,13874731,8.39
"3","Dana","Dana.ovary.unox.SLX-20690-1.1.d101g",448576,9556459,4.69
"4","Dana","Dana.ovary.unox.SLX-20690-2.1.d101g",727739,14801319,4.91
"5","Dana","Dana.ovary.unox.SLX-20690-3.1.d101g",544610,10180409,5.34
"6","Dana","Dazt.ovary.unox.SLX-20537-1.1.GCA_005876895",1633,7755409,0.02
"7","Dana","Dazt.ovary.unox.SLX-20537-1.2.GCA_005876895",1606,7889201,0.02
"8","Dana","Dazt.ovary.unox.SLX-20537-2.1.GCA_005876895",3299,16092933,0.02
"9","Dana","Dazt.ovary.unox.SLX-20537-2.2.GCA_005876895",3406,16347304,0.02
"10","Dana","Dbia.ovary_FC.unox.SLX-20537-1.1.d101g",6104,1501488,0.4
"11","Dana","Dbia.ovary_FC.unox.SLX-20537-1.2.d101g",6354,1517098,0.41
"12","Dana","Dbia.ovary_FC.unox.SLX-20537-2.1.d101g",8760,1898235,0.46
"13","Dana","Dbia.ovary_FC.unox.SLX-20537-2.2.d101g",9088,1924545,0.47
"14","Dana","Dbia.ovary.unox.SLX-20537-1.1.d101g",6961,1708831,0.4
"15","Dana","Dbia.ovary.unox.SLX-20537-1.2.d101g",6916,1729853,0.39
"16","Dana","Dbia.ovary.unox.SLX-20537-2.1.d101g",32602,8118660,0.4
"17","Dana","Dbia.ovary.unox.SLX-20537-2.2.d101g",32973,8255175,0.39
"18","Dana","Dbif.ovary.ox.SRR21575940.1.GCA_009664405",44669,39986675,0.11
"19","Dana","Dbif.ovary.unox.SLX-20539-1.1.GCA_009664405",11137,21026775,0.05
"20","Dana","Dbif.ovary.unox.SLX-20539-2.1.GCA_009664405",2658,2886871,0.09
"21","Dana","Dere.ovary_FC.unox.SLX-22038-2.1.d101g",371,116129,0.31
"22","Dana","Dere.ovary_FC.unox.SLX-22089-1.1.d101g",56385,21891290,0.25
"23","Dana","Dere.ovary_FC.unox.SRR1617564.1.d101g",15551,6074136,0.25
"24","Dana","Dere.ovary.unox.SLX-20690-1.1.d101g",3918,3336013,0.11
"25","Dana","Dere.ovary.unox.SLX-20690-2.1.d101g",6197,4581656,0.13
"26","Dana","Dere.ovary.unox.SLX-20690-3.1.d101g",8452,6389752,0.13
"27","Dana","Dere.ovary.unox.SLX-20690-4.1.d101g",3869,3742146,0.1
"28","Dana","Dere.ovary.unox.SLX-20690-5.1.d101g",4579,4047726,0.11
"29","Dana","Dere.ovary.unox.SLX-20690-6.1.d101g",4883,4075898,0.11
"30","Dana","Dfic.ovary_FC.unox.SLX-20537-1.1.d101g",24254,3510155,0.69
"31","Dana","Dfic.ovary_FC.unox.SLX-20537-1.2.d101g",25081,3564172,0.7
"32","Dana","Dfic.ovary_FC.unox.SLX-20537-2.1.d101g",21290,2863483,0.74
"33","Dana","Dfic.ovary_FC.unox.SLX-20537-2.2.d101g",21522,2904499,0.74
"34","Dana","Dfic.ovary.unox.SLX-21849-1.1.d101g",28941,9014109,0.32
"35","Dana","Dfic.ovary.unox.SLX-21849-2.1.d101g",5216,2288828,0.22
"36","Dana","Dgri.female_body.unox.SRR5461084.1.d101g",7821,44704184,0.01
"37","Dana","Dgri.male_body.unox.SRR5461083.1.d101g",6459,34901142,0.01
"38","Dana","Dmau.testis.unox.SRR16213304.1.d101g",23892,8533476,0.27
"39","Dana","Dmau.testis.unox.SRR16213305.1.d101g",27543,9176025,0.3
"40","Dana","Dmau.testis.unox.SRR7961897.1.d101g",8386,3068825,0.27
"41","Dana","Dmel.female_germline.unox.SRR5593238.1.d101g",260357,28049291,0.92
"42","Dana","Dmel.female_soma.unox.SRR5593239.1.d101g",116828,9237735,1.26
"43","Dana","Dmel.OSC-PiwiIP.unox.SRR2749801.1.d101g",54657,14108665,0.38
"44","Dana","Dmel.OSC.unox.SRR1746867.1.d101g",117728,21000391,0.56
"45","Dana","Dmel.OSC.unox.SRR2749806.1.d101g",156131,27907057,0.55
"46","Dana","Dmel.OSC.unox.SRR823324.1.d101g",123633,23487609,0.52
"47","Dana","Dmel.ovary-AGO3IP.unox.SLX-20224-1.1.d101g",6346,5404819,0.11
"48","Dana","Dmel.ovary-AGO3IP.unox.SRR1746865.1.d101g",50717,29824537,0.17
"49","Dana","Dmel.ovary-AubIP.unox.SLX-20224-1.1.d101g",11854,8620644,0.13
"50","Dana","Dmel.ovary-AubIP.unox.SRR1746864.1.d101g",77394,35135787,0.22
"51","Dana","Dmel.ovary_FC.unox.SLX-21647-1.1.d101g",34022,10532322,0.32
"52","Dana","Dmel.ovary_FC.unox.SLX-21647-2.1.d101g",43947,12664984,0.34
"53","Dana","Dmel.ovary_FC.unox.SLX-21647-3.1.d101g",45081,8935861,0.5
"54","Dana","Dmel.ovary_FC.unox.SRR1617561.1.d101g",27337,6737489,0.4
"55","Dana","Dmel.ovary-PiwiGLIP.unox.SRR1746862.1.d101g",53195,15038613,0.35
"56","Dana","Dmel.ovary-PiwiIP-PiwiGLKD.unox.SRR1187951.1.d101g",217377,27815413,0.78
"57","Dana","Dmel.ovary-PiwiIP.unox.SLX-20224-1.1.d101g",9479,5000685,0.18
"58","Dana","Dmel.ovary-PiwiIP.unox.SRR1746863.1.d101g",120498,31126206,0.38
"59","Dana","Dmel.ovary.unox.SLX-20228-1.1.d101g",36413,16398111,0.22
"60","Dana","Dmel.ovary.unox.SLX-20228-2.1.d101g",33516,15784775,0.21
"61","Dana","Dmel.ovary.unox.SLX-20690-1.1.d101g",17971,4629424,0.38
"62","Dana","Dmel.ovary.unox.SLX-20690-2.1.d101g",10736,2848233,0.37
"63","Dana","Dmel.ovary.unox.SLX-20690-3.1.d101g",12368,3603210,0.34
"64","Dana","Dmel.ovary.unox.SRR1187947.1.d101g",93303,28890333,0.32
"65","Dana","Dmel.ovary.unox.SRR823326.1.d101g",44652,14768248,0.3
"66","Dana","Dmoj.ovary_FC.unox.SLX-22038-1.1.d101g",5214,2245483,0.23
"67","Dana","Dmoj.ovary_FC.unox.SLX-22038-2.1.d101g",8146,5460872,0.14
"68","Dana","Dmoj.ovary.ox.SRR21575938.1.d101g",191354,30904984,0.61
"69","Dana","Dmoj.ovary.unox.SLX-21849-1.1.d101g",769,599748,0.12
"70","Dana","Dmoj.ovary.unox.SLX-22038-3.1.d101g",3552,3093628,0.11
"71","Dana","Dmoj.ovary.unox.SLX-22038-4.1.d101g",5561,4647914,0.11
"72","Dana","Dper.ovary_FC.unox.SLX-22038-1.1.d101g",4542,6016661,0.07
"73","Dana","Dper.ovary_FC.unox.SLX-22038-2.1.d101g",1972,1805646,0.1
"74","Dana","Dper.ovary.unox.SLX-21647-1.1.d101g",8412,16028618,0.05
"75","Dana","Dper.ovary.unox.SLX-21647-2.1.d101g",10035,28159530,0.03
"76","Dana","Dpse.ovary_FC.unox.SLX-22038-1.1.d101g",17526,13758285,0.12
"77","Dana","Dpse.ovary_FC.unox.SLX-22038-2.1.d101g",71286,57728198,0.12
"78","Dana","Dpse.ovary.ox.SRR21575949.1.d101g",100218,38150732,0.26
"79","Dana","Dpse.ovary.unox.SLX-21647-1.1.d101g",13665,17723266,0.07
"80","Dana","Dpse.ovary.unox.SLX-21647-2.1.d101g",4980,9165501,0.05
"81","Dana","Dpse.ovary.unox.SRR21575947.1.d101g",10723,2008205,0.53
"82","Dana","Dsec.testis.unox.SRR16213303.1.d101g",16928,7534313,0.22
"83","Dana","Dsec.testis.unox.SRR6667444.1.d101g",6624,6713109,0.09
"84","Dana","Dsim.ovary_FC.unox.SLX-22038-2.1.d101g",29011,6615008,0.43
"85","Dana","Dsim.ovary_FC.unox.SLX-22089-1.1.d101g",63608,13116964,0.48
"86","Dana","Dsim.ovary.unox.SLX-20690-1.1.d101g",11871,5392000,0.22
"87","Dana","Dsim.ovary.unox.SLX-20690-2.1.d101g",18254,7498176,0.24
"88","Dana","Dsim.ovary.unox.SLX-20690-3.1.d101g",27915,10013685,0.27
"89","Dana","Dsuz.ovary_FC.unox.SLX-20539-1.1.GCF_000472105",68557,19142975,0.35
"90","Dana","Dsuz.ovary_FC.unox.SLX-20539-2.1.GCF_000472105",33118,9564160,0.34
"91","Dana","Dsuz.ovary.unox.SLX-20537-1.1.GCF_000472105",4343,7692241,0.05
"92","Dana","Dsuz.ovary.unox.SLX-20537-1.2.GCF_000472105",4445,7809661,0.05
"93","Dana","Dsuz.ovary.unox.SLX-20537-2.1.GCF_000472105",5923,4684663,0.12
"94","Dana","Dsuz.ovary.unox.SLX-20537-2.2.GCF_000472105",6191,4754719,0.13
"95","Dana","Dtak.ovary_FC.unox.SLX-20537-1.1.d101g",9882,16270055,0.06
"96","Dana","Dtak.ovary_FC.unox.SLX-20537-1.2.d101g",10155,16521475,0.06
"97","Dana","Dtak.ovary_FC.unox.SLX-20537-2.1.d101g",9973,17675986,0.05
"98","Dana","Dtak.ovary_FC.unox.SLX-20537-2.2.d101g",10145,17920153,0.05
"99","Dana","Dtak.ovary.unox.SLX-20537-1.1.d101g",17827,30283327,0.05
"100","Dana","Dtak.ovary.unox.SLX-20537-1.2.d101g",17846,30719318,0.05
"101","Dana","Dtak.ovary.unox.SLX-20537-2.1.d101g",13951,27273268,0.05
"102","Dana","Dtak.ovary.unox.SLX-20537-2.2.d101g",14123,27679229,0.05
"103","Dana","Dvir.female_germline.ox.SRR5960791.1.d101g",47240,29142117,0.16
"104","Dana","Dvir.female_germline.unox.SRR5960792.1.d101g",39441,22718782,0.17
"105","Dana","Dvir.female_soma.ox.SRR5960789.1.d101g",22370,7898964,0.28
"106","Dana","Dvir.female_soma.unox.SRR5960790.1.d101g",16179,4788816,0.33
"107","Dana","Dvir.ovary_FC.unox.SLX-22038-1.1.d101g",2009,3098555,0.06
"108","Dana","Dvir.ovary_FC.unox.SLX-22038-2.1.d101g",1993,2159734,0.09
"109","Dana","Dvir.ovary_FC.unox.SRR1617566.1.d101g",7036,6786455,0.1
"110","Dana","Dvir.ovary.unox.SLX-20690-1.1.d101g",3062,8813967,0.03
"111","Dana","Dvir.ovary.unox.SLX-20690-2.1.d101g",3151,9212370,0.03
"112","Dana","Dvir.ovary.unox.SLX-20690-3.1.d101g",5355,11424167,0.04
"113","Dana","Dwil.female_body.unox.SRR5461121.1.d101g",11576,4017226,0.28
"114","Dana","Dwil.male_body.unox.SRR5461117.1.d101g",18854,22135130,0.08
"115","Dana","Dyak.ovary_FC.unox.SLX-22038-2.1.d101g",12643,5706797,0.22
"116","Dana","Dyak.ovary_FC.unox.SLX-22089-1.1.d101g",56893,22114442,0.25
"117","Dana","Dyak.ovary_FC.unox.SRR1617565.1.d101g",12707,10236023,0.12
"118","Dana","Dyak.ovary.unox.SLX-20690-1.1.d101g",11076,9208326,0.12
"119","Dana","Dyak.ovary.unox.SLX-20690-2.1.d101g",9857,8027708,0.12
"120","Dana","Dyak.ovary.unox.SLX-20690-3.1.d101g",21605,15733978,0.13
"121","Dazt","Dana.ovary_FC.unox.SLX-22038-2.1.d101g",764,337677,0.22
"122","Dazt","Dana.ovary_FC.unox.SLX-22089-1.1.d101g",45880,13874731,0.33
"123","Dazt","Dana.ovary.unox.SLX-20690-1.1.d101g",6294,9556459,0.06
"124","Dazt","Dana.ovary.unox.SLX-20690-2.1.d101g",10904,14801319,0.07
"125","Dazt","Dana.ovary.unox.SLX-20690-3.1.d101g",7946,10180409,0.07
"126","Dazt","Dazt.ovary.unox.SLX-20537-1.1.GCA_005876895",195046,7755409,2.51
"127","Dazt","Dazt.ovary.unox.SLX-20537-1.2.GCA_005876895",198328,7889201,2.51
"128","Dazt","Dazt.ovary.unox.SLX-20537-2.1.GCA_005876895",421958,16092933,2.62
"129","Dazt","Dazt.ovary.unox.SLX-20537-2.2.GCA_005876895",427707,16347304,2.61
"130","Dazt","Dbia.ovary_FC.unox.SLX-20537-1.1.d101g",853,1501488,0.05
"131","Dazt","Dbia.ovary_FC.unox.SLX-20537-1.2.d101g",851,1517098,0.05
"132","Dazt","Dbia.ovary_FC.unox.SLX-20537-2.1.d101g",1403,1898235,0.07
"133","Dazt","Dbia.ovary_FC.unox.SLX-20537-2.2.d101g",1381,1924545,0.07
"134","Dazt","Dbia.ovary.unox.SLX-20537-1.1.d101g",1071,1708831,0.06
"135","Dazt","Dbia.ovary.unox.SLX-20537-1.2.d101g",1034,1729853,0.05
"136","Dazt","Dbia.ovary.unox.SLX-20537-2.1.d101g",4216,8118660,0.05
"137","Dazt","Dbia.ovary.unox.SLX-20537-2.2.d101g",4293,8255175,0.05
"138","Dazt","Dbif.ovary.ox.SRR21575940.1.GCA_009664405",104782,39986675,0.26
"139","Dazt","Dbif.ovary.unox.SLX-20539-1.1.GCA_009664405",23152,21026775,0.11
"140","Dazt","Dbif.ovary.unox.SLX-20539-2.1.GCA_009664405",6327,2886871,0.21
"141","Dazt","Dere.ovary_FC.unox.SLX-22038-2.1.d101g",444,116129,0.38
"142","Dazt","Dere.ovary_FC.unox.SLX-22089-1.1.d101g",60234,21891290,0.27
"143","Dazt","Dere.ovary_FC.unox.SRR1617564.1.d101g",16139,6074136,0.26
"144","Dazt","Dere.ovary.unox.SLX-20690-1.1.d101g",6907,3336013,0.2
"145","Dazt","Dere.ovary.unox.SLX-20690-2.1.d101g",9768,4581656,0.21
"146","Dazt","Dere.ovary.unox.SLX-20690-3.1.d101g",12892,6389752,0.2
"147","Dazt","Dere.ovary.unox.SLX-20690-4.1.d101g",7024,3742146,0.18
"148","Dazt","Dere.ovary.unox.SLX-20690-5.1.d101g",6341,4047726,0.15
"149","Dazt","Dere.ovary.unox.SLX-20690-6.1.d101g",7013,4075898,0.17
"150","Dazt","Dfic.ovary_FC.unox.SLX-20537-1.1.d101g",1536,3510155,0.04
"151","Dazt","Dfic.ovary_FC.unox.SLX-20537-1.2.d101g",1581,3564172,0.04
"152","Dazt","Dfic.ovary_FC.unox.SLX-20537-2.1.d101g",1266,2863483,0.04
"153","Dazt","Dfic.ovary_FC.unox.SLX-20537-2.2.d101g",1308,2904499,0.04
"154","Dazt","Dfic.ovary.unox.SLX-21849-1.1.d101g",2323,9014109,0.02
"155","Dazt","Dfic.ovary.unox.SLX-21849-2.1.d101g",383,2288828,0.01
"156","Dazt","Dgri.female_body.unox.SRR5461084.1.d101g",12028,44704184,0.02
"157","Dazt","Dgri.male_body.unox.SRR5461083.1.d101g",4863,34901142,0.01
"158","Dazt","Dmau.testis.unox.SRR16213304.1.d101g",24307,8533476,0.28
"159","Dazt","Dmau.testis.unox.SRR16213305.1.d101g",28634,9176025,0.31
"160","Dazt","Dmau.testis.unox.SRR7961897.1.d101g",7017,3068825,0.22
"161","Dazt","Dmel.female_germline.unox.SRR5593238.1.d101g",224354,28049291,0.79
"162","Dazt","Dmel.female_soma.unox.SRR5593239.1.d101g",13890,9237735,0.15
"163","Dazt","Dmel.OSC-PiwiIP.unox.SRR2749801.1.d101g",105055,14108665,0.74
"164","Dazt","Dmel.OSC.unox.SRR1746867.1.d101g",188846,21000391,0.89
"165","Dazt","Dmel.OSC.unox.SRR2749806.1.d101g",234711,27907057,0.84
"166","Dazt","Dmel.OSC.unox.SRR823324.1.d101g",170295,23487609,0.72
"167","Dazt","Dmel.ovary-AGO3IP.unox.SLX-20224-1.1.d101g",4793,5404819,0.08
"168","Dazt","Dmel.ovary-AGO3IP.unox.SRR1746865.1.d101g",96479,29824537,0.32
"169","Dazt","Dmel.ovary-AubIP.unox.SLX-20224-1.1.d101g",17764,8620644,0.2
"170","Dazt","Dmel.ovary-AubIP.unox.SRR1746864.1.d101g",221920,35135787,0.63
"171","Dazt","Dmel.ovary_FC.unox.SLX-21647-1.1.d101g",46400,10532322,0.44
"172","Dazt","Dmel.ovary_FC.unox.SLX-21647-2.1.d101g",56456,12664984,0.44
"173","Dazt","Dmel.ovary_FC.unox.SLX-21647-3.1.d101g",49025,8935861,0.54
"174","Dazt","Dmel.ovary_FC.unox.SRR1617561.1.d101g",11184,6737489,0.16
"175","Dazt","Dmel.ovary-PiwiGLIP.unox.SRR1746862.1.d101g",161411,15038613,1.07
"176","Dazt","Dmel.ovary-PiwiIP-PiwiGLKD.unox.SRR1187951.1.d101g",501969,27815413,1.8
"177","Dazt","Dmel.ovary-PiwiIP.unox.SLX-20224-1.1.d101g",15551,5000685,0.31
"178","Dazt","Dmel.ovary-PiwiIP.unox.SRR1746863.1.d101g",269709,31126206,0.86
"179","Dazt","Dmel.ovary.unox.SLX-20228-1.1.d101g",32424,16398111,0.19
"180","Dazt","Dmel.ovary.unox.SLX-20228-2.1.d101g",50237,15784775,0.31
"181","Dazt","Dmel.ovary.unox.SLX-20690-1.1.d101g",26581,4629424,0.57
"182","Dazt","Dmel.ovary.unox.SLX-20690-2.1.d101g",14925,2848233,0.52
"183","Dazt","Dmel.ovary.unox.SLX-20690-3.1.d101g",18336,3603210,0.5
"184","Dazt","Dmel.ovary.unox.SRR1187947.1.d101g",193014,28890333,0.66
"185","Dazt","Dmel.ovary.unox.SRR823326.1.d101g",92175,14768248,0.62
"186","Dazt","Dmoj.ovary_FC.unox.SLX-22038-1.1.d101g",12690,2245483,0.56
"187","Dazt","Dmoj.ovary_FC.unox.SLX-22038-2.1.d101g",17438,5460872,0.31
"188","Dazt","Dmoj.ovary.ox.SRR21575938.1.d101g",183439,30904984,0.59
"189","Dazt","Dmoj.ovary.unox.SLX-21849-1.1.d101g",1904,599748,0.31
"190","Dazt","Dmoj.ovary.unox.SLX-22038-3.1.d101g",6837,3093628,0.22
"191","Dazt","Dmoj.ovary.unox.SLX-22038-4.1.d101g",11125,4647914,0.23
"192","Dazt","Dper.ovary_FC.unox.SLX-22038-1.1.d101g",13935,6016661,0.23
"193","Dazt","Dper.ovary_FC.unox.SLX-22038-2.1.d101g",5422,1805646,0.3
"194","Dazt","Dper.ovary.unox.SLX-21647-1.1.d101g",23838,16028618,0.14
"195","Dazt","Dper.ovary.unox.SLX-21647-2.1.d101g",30517,28159530,0.1
"196","Dazt","Dpse.ovary_FC.unox.SLX-22038-1.1.d101g",34816,13758285,0.25
"197","Dazt","Dpse.ovary_FC.unox.SLX-22038-2.1.d101g",138897,57728198,0.24
"198","Dazt","Dpse.ovary.ox.SRR21575949.1.d101g",226249,38150732,0.59
"199","Dazt","Dpse.ovary.unox.SLX-21647-1.1.d101g",30020,17723266,0.16
"200","Dazt","Dpse.ovary.unox.SLX-21647-2.1.d101g",13231,9165501,0.14
"201","Dazt","Dpse.ovary.unox.SRR21575947.1.d101g",19174,2008205,0.95
"202","Dazt","Dsec.testis.unox.SRR16213303.1.d101g",17600,7534313,0.23
"203","Dazt","Dsec.testis.unox.SRR6667444.1.d101g",3061,6713109,0.04
"204","Dazt","Dsim.ovary_FC.unox.SLX-22038-2.1.d101g",25694,6615008,0.38
"205","Dazt","Dsim.ovary_FC.unox.SLX-22089-1.1.d101g",61087,13116964,0.46
"206","Dazt","Dsim.ovary.unox.SLX-20690-1.1.d101g",10751,5392000,0.19
"207","Dazt","Dsim.ovary.unox.SLX-20690-2.1.d101g",14022,7498176,0.18
"208","Dazt","Dsim.ovary.unox.SLX-20690-3.1.d101g",23500,10013685,0.23
"209","Dazt","Dsuz.ovary_FC.unox.SLX-20539-1.1.GCF_000472105",27683,19142975,0.14
"210","Dazt","Dsuz.ovary_FC.unox.SLX-20539-2.1.GCF_000472105",13773,9564160,0.14
"211","Dazt","Dsuz.ovary.unox.SLX-20537-1.1.GCF_000472105",1686,7692241,0.02
"212","Dazt","Dsuz.ovary.unox.SLX-20537-1.2.GCF_000472105",1726,7809661,0.02
"213","Dazt","Dsuz.ovary.unox.SLX-20537-2.1.GCF_000472105",1862,4684663,0.03
"214","Dazt","Dsuz.ovary.unox.SLX-20537-2.2.GCF_000472105",1915,4754719,0.04
"215","Dazt","Dtak.ovary_FC.unox.SLX-20537-1.1.d101g",4545,16270055,0.02
"216","Dazt","Dtak.ovary_FC.unox.SLX-20537-1.2.d101g",4750,16521475,0.02
"217","Dazt","Dtak.ovary_FC.unox.SLX-20537-2.1.d101g",4854,17675986,0.02
"218","Dazt","Dtak.ovary_FC.unox.SLX-20537-2.2.d101g",4772,17920153,0.02
"219","Dazt","Dtak.ovary.unox.SLX-20537-1.1.d101g",6298,30283327,0.02
"220","Dazt","Dtak.ovary.unox.SLX-20537-1.2.d101g",5972,30719318,0.01
"221","Dazt","Dtak.ovary.unox.SLX-20537-2.1.d101g",5463,27273268,0.02
"222","Dazt","Dtak.ovary.unox.SLX-20537-2.2.d101g",5418,27679229,0.01
"223","Dazt","Dvir.female_germline.ox.SRR5960791.1.d101g",178562,29142117,0.61
"224","Dazt","Dvir.female_germline.unox.SRR5960792.1.d101g",129597,22718782,0.57
"225","Dazt","Dvir.female_soma.ox.SRR5960789.1.d101g",37720,7898964,0.47
"226","Dazt","Dvir.female_soma.unox.SRR5960790.1.d101g",5686,4788816,0.11
"227","Dazt","Dvir.ovary_FC.unox.SLX-22038-1.1.d101g",20034,3098555,0.64
"228","Dazt","Dvir.ovary_FC.unox.SLX-22038-2.1.d101g",11058,2159734,0.51
"229","Dazt","Dvir.ovary_FC.unox.SRR1617566.1.d101g",17628,6786455,0.25
"230","Dazt","Dvir.ovary.unox.SLX-20690-1.1.d101g",26297,8813967,0.29
"231","Dazt","Dvir.ovary.unox.SLX-20690-2.1.d101g",29683,9212370,0.32
"232","Dazt","Dvir.ovary.unox.SLX-20690-3.1.d101g",52486,11424167,0.45
"233","Dazt","Dwil.female_body.unox.SRR5461121.1.d101g",22300,4017226,0.55
"234","Dazt","Dwil.male_body.unox.SRR5461117.1.d101g",2741,22135130,0.01
"235","Dazt","Dyak.ovary_FC.unox.SLX-22038-2.1.d101g",10903,5706797,0.19
"236","Dazt","Dyak.ovary_FC.unox.SLX-22089-1.1.d101g",53108,22114442,0.24
"237","Dazt","Dyak.ovary_FC.unox.SRR1617565.1.d101g",14168,10236023,0.13
"238","Dazt","Dyak.ovary.unox.SLX-20690-1.1.d101g",14568,9208326,0.15
"239","Dazt","Dyak.ovary.unox.SLX-20690-2.1.d101g",12803,8027708,0.15
"240","Dazt","Dyak.ovary.unox.SLX-20690-3.1.d101g",25973,15733978,0.16
"241","Dbia","Dana.ovary_FC.unox.SLX-22038-2.1.d101g",2137,337677,0.63
"242","Dbia","Dana.ovary_FC.unox.SLX-22089-1.1.d101g",95193,13874731,0.68
"243","Dbia","Dana.ovary.unox.SLX-20690-1.1.d101g",36702,9556459,0.38
"244","Dbia","Dana.ovary.unox.SLX-20690-2.1.d101g",57619,14801319,0.38
"245","Dbia","Dana.ovary.unox.SLX-20690-3.1.d101g",38080,10180409,0.37
"246","Dbia","Dazt.ovary.unox.SLX-20537-1.1.GCA_005876895",5837,7755409,0.07
"247","Dbia","Dazt.ovary.unox.SLX-20537-1.2.GCA_005876895",5997,7889201,0.07
"248","Dbia","Dazt.ovary.unox.SLX-20537-2.1.GCA_005876895",9555,16092933,0.05
"249","Dbia","Dazt.ovary.unox.SLX-20537-2.2.GCA_005876895",9659,16347304,0.05
"250","Dbia","Dbia.ovary_FC.unox.SLX-20537-1.1.d101g",142162,1501488,9.46
"251","Dbia","Dbia.ovary_FC.unox.SLX-20537-1.2.d101g",143567,1517098,9.46
"252","Dbia","Dbia.ovary_FC.unox.SLX-20537-2.1.d101g",176669,1898235,9.3
"253","Dbia","Dbia.ovary_FC.unox.SLX-20537-2.2.d101g",178829,1924545,9.29
"254","Dbia","Dbia.ovary.unox.SLX-20537-1.1.d101g",132237,1708831,7.73
"255","Dbia","Dbia.ovary.unox.SLX-20537-1.2.d101g",133540,1729853,7.71
"256","Dbia","Dbia.ovary.unox.SLX-20537-2.1.d101g",761511,8118660,9.37
"257","Dbia","Dbia.ovary.unox.SLX-20537-2.2.d101g",772259,8255175,9.35
"258","Dbia","Dbif.ovary.ox.SRR21575940.1.GCA_009664405",65794,39986675,0.16
"259","Dbia","Dbif.ovary.unox.SLX-20539-1.1.GCA_009664405",12812,21026775,0.06
"260","Dbia","Dbif.ovary.unox.SLX-20539-2.1.GCA_009664405",2223,2886871,0.07
"261","Dbia","Dere.ovary_FC.unox.SLX-22038-2.1.d101g",741,116129,0.63
"262","Dbia","Dere.ovary_FC.unox.SLX-22089-1.1.d101g",103703,21891290,0.47
"263","Dbia","Dere.ovary_FC.unox.SRR1617564.1.d101g",28838,6074136,0.47
"264","Dbia","Dere.ovary.unox.SLX-20690-1.1.d101g",8548,3336013,0.25
"265","Dbia","Dere.ovary.unox.SLX-20690-2.1.d101g",14177,4581656,0.3
"266","Dbia","Dere.ovary.unox.SLX-20690-3.1.d101g",19458,6389752,0.3
"267","Dbia","Dere.ovary.unox.SLX-20690-4.1.d101g",8642,3742146,0.23
"268","Dbia","Dere.ovary.unox.SLX-20690-5.1.d101g",11215,4047726,0.27
"269","Dbia","Dere.ovary.unox.SLX-20690-6.1.d101g",12392,4075898,0.3
"270","Dbia","Dfic.ovary_FC.unox.SLX-20537-1.1.d101g",24751,3510155,0.7
"271","Dbia","Dfic.ovary_FC.unox.SLX-20537-1.2.d101g",25141,3564172,0.7
"272","Dbia","Dfic.ovary_FC.unox.SLX-20537-2.1.d101g",25118,2863483,0.87
"273","Dbia","Dfic.ovary_FC.unox.SLX-20537-2.2.d101g",25298,2904499,0.87
"274","Dbia","Dfic.ovary.unox.SLX-21849-1.1.d101g",30016,9014109,0.33
"275","Dbia","Dfic.ovary.unox.SLX-21849-2.1.d101g",5882,2288828,0.25
"276","Dbia","Dgri.female_body.unox.SRR5461084.1.d101g",9240,44704184,0.02
"277","Dbia","Dgri.male_body.unox.SRR5461083.1.d101g",6649,34901142,0.01
"278","Dbia","Dmau.testis.unox.SRR16213304.1.d101g",22887,8533476,0.26
"279","Dbia","Dmau.testis.unox.SRR16213305.1.d101g",26619,9176025,0.29
"280","Dbia","Dmau.testis.unox.SRR7961897.1.d101g",7562,3068825,0.24
"281","Dbia","Dmel.female_germline.unox.SRR5593238.1.d101g",317316,28049291,1.13
"282","Dbia","Dmel.female_soma.unox.SRR5593239.1.d101g",115422,9237735,1.24
"283","Dbia","Dmel.OSC-PiwiIP.unox.SRR2749801.1.d101g",62566,14108665,0.44
"284","Dbia","Dmel.OSC.unox.SRR1746867.1.d101g",162782,21000391,0.77
"285","Dbia","Dmel.OSC.unox.SRR2749806.1.d101g",224561,27907057,0.8
"286","Dbia","Dmel.OSC.unox.SRR823324.1.d101g",182659,23487609,0.77
"287","Dbia","Dmel.ovary-AGO3IP.unox.SLX-20224-1.1.d101g",9083,5404819,0.16
"288","Dbia","Dmel.ovary-AGO3IP.unox.SRR1746865.1.d101g",78433,29824537,0.26
"289","Dbia","Dmel.ovary-AubIP.unox.SLX-20224-1.1.d101g",21382,8620644,0.24
"290","Dbia","Dmel.ovary-AubIP.unox.SRR1746864.1.d101g",96786,35135787,0.27
"291","Dbia","Dmel.ovary_FC.unox.SLX-21647-1.1.d101g",42774,10532322,0.4
"292","Dbia","Dmel.ovary_FC.unox.SLX-21647-2.1.d101g",51945,12664984,0.41
"293","Dbia","Dmel.ovary_FC.unox.SLX-21647-3.1.d101g",45719,8935861,0.51
"294","Dbia","Dmel.ovary_FC.unox.SRR1617561.1.d101g",10155,6737489,0.15
"295","Dbia","Dmel.ovary-PiwiGLIP.unox.SRR1746862.1.d101g",73756,15038613,0.49
"296","Dbia","Dmel.ovary-PiwiIP-PiwiGLKD.unox.SRR1187951.1.d101g",203459,27815413,0.73
"297","Dbia","Dmel.ovary-PiwiIP.unox.SLX-20224-1.1.d101g",13866,5000685,0.27
