D.ustulata,D.bunnanda,invader1
D.immigrans,D.emarginata,invader1
D.oshimai,D.immigrans,invader1
D.acutilabella,D.immigrans,invader1
D.quinaria,D.affinis,invader1
D.rhopaloa,D.mimetica,invader1
D.bunnanda,D.elegans,invader1
D.teissieri,D.bocqueti,invader1
D.yakuba,S.latifasciaeformis,invader1
D.vallismaia,D.sechellia,invader1
D.biarmipes,D.monieri,invader1
D.ananassae,D.birchii,invader1
D.bocqueti,D.teissieri,invader1
S.graminum,D.histrio,invader1
D.albomicans,D.bunnanda,invader1
D.affinis,D.putrida,invader1
D.triauraria,D.subpulchrella,invader1
D.putrida,D.affinis,invader1
Z.indianus,S.latifasciaeformis,invader1
D.virilis,D.immigrans,invader1
D.simulans,D.melanogaster,invader1
D.athabasca,D.azteca,invader1
Z.tuberculatus,Z.ghesquierei,invader1
D.birchii,D.ananassae,invader1
D.nasuta,D.kepulauana,invader1
D.parabipectinata,D.malerkotliana,invader1
D.quinaria,D.paramelanica,invader2
D.sturtevanti,D.tropicalis,invader2
D.fuyamai,D.rufa,invader2
Z.tsacasi,D.histrio,invader2
D.tripunctata,D.macrospina,invader2
Z.davidi,Z.taronus,invader2
D.putrida,D.macrospina,invader2
D.rubida,D.innubila,invader2
Z.vittiger,Z.lachaisei,invader2
H.duncani,D.testacea,invader2
D.paramelanica,D.quinaria,invader2
Z.tuberculatus,H.duncani,invader2
D.jambulina,D.serrata,invader2
Z.capensis,Z.ornatus,invader2
D.bipectinata,D.malerkotliana,invader2
D.vallismaia,D.sechellia,invader2
D.sechellia,D.vallismaia,invader2
D.bocqueti,D.vallismaia,invader2
D.testacea,H.duncani,invader2
Z.kolodkinae,Z.ornatus,invader2
D.innubila,D.macrospina,invader2
D.oshimai,D.malerkotliana,invader2
D.willistoni,D.tropicalis,invader2
D.kepulauana,D.quinaria,invader2
D.sucinea,L.clarofinis,invader3
D.subpulchrella,D.takahashii,invader3
D.azteca,D.persimilis,invader3
D.kanekoi,D.saltans,invader3
D.willistoni,D.nebulosa,invader3
D.fuyamai,D.takahashii,invader3
D.lacicola,D.americana,invader3
D.lowei,D.athabasca,invader3
D.persimilis,D.azteca,invader3
D.nasuta,D.kohkoa,invader3
Z.gabonicus,Z.indianus,invader3
D.birchii,Z.lachaisei,invader3
D.rellima,D.neotestacea,invader3
D.maculinotata,D.phalerata,invader3
D.americana,D.lacicola,invader3
D.novamexicana,D.virilis,invader3
D.phalerata,D.maculinotata,invader3
D.bocqueti,D.teissieri,invader3
D.nebulosa,D.austrosaltans,invader3
D.albomicans,D.kepulauana,invader3
D.americana,D.virilis,invader6
D.rufa,Z.davidi,invader6
D.biarmipes,Z.davidi,invader6
Z.davidi,D.biarmipes,invader6
D.formosana,D.immigrans,invader6
D.hamatofila,Z.kolodkinae,invader6
D.pallidifrons,D.aldrichi,invader6
D.mauritiana,D.merina,invader6
D.antonietae,D.cardini,invader6
Z.tsacasi,Z.capensis,invader6
D.cardini,D.antonietae,invader6
D.falleni,D.testacea,invader6
D.sechellia,D.mauritiana,invader6
D.borborema,D.repleta,invader6
D.borealis,D.novamexicana,invader6
D.willistoni,D.insularis,invader6
Z.vittiger,Z.camerounensis,invader6
D.triauraria,D.immigrans,invader6
Z.kolodkinae,D.hamatofila,invader6
D.atripex,D.serrata,invader6
Z.capensis,Z.ghesquierei,invader6
Z.gabonicus,Z.indianus,invader6
D.equinoxialis,D.insularis,invader6
L.clarofinis,D.pallidifrons,invader6
